ID,Name,State,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
WA-003,"Asotin County",Washington,60.2,78,0.9,59.3
WA-005,"Benton County",Washington,65.8,58,-0.3,66.1
WA-007,"Chelan County",Washington,53.9,61,-0.4,54.3
WA-009,"Clallam County",Washington,54.8,93,1.2,53.6
WA-011,"Clark County",Washington,60.8,87,1,59.8
WA-013,"Columbia County",Washington,59,62,0.1,59
WA-015,"Cowlitz County",Washington,58.2,91,1.3,56.9
WA-017,"Douglas County",Washington,61.3,47,-0.8,62.1
WA-019,"Ferry County",Washington,55.9,61,-0.3,56.2
WA-021,"Franklin County",Washington,65.5,78,0.4,65.1
WA-023,"Garfield County",Washington,60,79,0.8,59.2
WA-025,"Grant County",Washington,64.9,64,-0.3,65.2
WA-027,"Grays Harbor County",Washington,57.9,96,1.3,56.6
WA-029,"Island County",Washington,59.2,98,1.4,57.8
WA-031,"Jefferson County",Washington,53.2,87,1,52.2
WA-033,"King County",Washington,56,77,0.4,55.6
WA-035,"Kitsap County",Washington,60.4,95,1.3,59.1
WA-037,"Kittitas County",Washington,56.5,60,-0.2,56.7
WA-039,"Klickitat County",Washington,59.8,70,0.1,59.7
WA-041,"Lewis County",Washington,56.2,85,0.8,55.4
WA-043,"Lincoln County",Washington,59.8,50,-0.9,60.7
WA-045,"Mason County",Washington,57.8,91,1,56.8
WA-047,"Okanogan County",Washington,55,57,-0.6,55.6
WA-049,"Pacific County",Washington,58,109,2.1,55.9
WA-051,"Pend Oreille County",Washington,55.5,75,0.4,55.1
WA-053,"Pierce County",Washington,55.2,84,0.6,54.6
WA-055,"San Juan County",Washington,58.3,77,0.6,57.7
WA-057,"Skagit County",Washington,54.7,81,0.6,54.1
WA-059,"Skamania County",Washington,54,76,0.5,53.5
WA-061,"Snohomish County",Washington,55,85,0.7,54.3
WA-063,"Spokane County",Washington,59.9,79,0.3,59.6
WA-065,"Stevens County",Washington,58.5,70,0,58.5
WA-067,"Thurston County",Washington,59.5,82,0.6,58.9
WA-069,"Wahkiakum County",Washington,57.8,106,2,55.8
WA-071,"Walla Walla County",Washington,64.6,58,-0.4,65
WA-073,"Whatcom County",Washington,53.6,85,0.7,52.9
WA-075,"Whitman County",Washington,62,90,1.2,60.8
WA-077,"Yakima County",Washington,57.9,67,-0,57.9
WV-001,"Barbour County",West Virginia,68.8,92,1.5,67.3
WV-003,"Berkeley County",West Virginia,71.1,91,1.5,69.6
WV-005,"Boone County",West Virginia,70.6,63,0.2,70.4
WV-007,"Braxton County",West Virginia,69.9,62,0.3,69.6
WV-009,"Brooke County",West Virginia,69.3,74,0.8,68.5
WV-011,"Cabell County",West Virginia,72.4,84,1.2,71.2
WV-013,"Calhoun County",West Virginia,70,63,0.2,69.8
WV-015,"Clay County",West Virginia,70,63,0.2,69.8
WV-017,"Doddridge County",West Virginia,70.1,76,0.9,69.2
WV-019,"Fayette County",West Virginia,67.7,63,0,67.7
WV-021,"Gilmer County",West Virginia,70.4,68,0.6,69.8
WV-023,"Grant County",West Virginia,67.7,81,1.1,66.6
WV-025,"Greenbrier County",West Virginia,65.6,63,0.3,65.3
WV-027,"Hampshire County",West Virginia,70.3,99,1.6,68.7
WV-029,"Hancock County",West Virginia,68.7,71,0.4,68.3
WV-031,"Hardy County",West Virginia,68.8,91,1.3,67.5
WV-033,"Harrison County",West Virginia,70.2,85,1.3,68.9
WV-035,"Jackson County",West Virginia,71,68,0.5,70.5
WV-037,"Jefferson County",West Virginia,71.6,95,1.5,70.1
WV-039,"Kanawha County",West Virginia,71.3,71,0.5,70.8
WV-041,"Lewis County",West Virginia,70,75,1,69.1
WV-043,"Lincoln County",West Virginia,72.3,74,0.8,71.5
WV-045,"Logan County",West Virginia,71.1,61,0.1,71
WV-047,"McDowell County",West Virginia,69.3,67,0.3,69
WV-049,"Marion County",West Virginia,69.3,70,0.5,68.8
WV-051,"Marshall County",West Virginia,69.2,74,0.8,68.4
WV-053,"Mason County",West Virginia,71.1,61,0.3,70.8
WV-055,"Mercer County",West Virginia,67.1,63,0,67.1
WV-057,"Mineral County",West Virginia,70.6,96,1.5,69.1
WV-059,"Mingo County",West Virginia,72.2,75,0.6,71.6
WV-061,"Monongalia County",West Virginia,68.8,73,0.6,68.2
WV-063,"Monroe County",West Virginia,68.4,80,0.8,67.6
WV-065,"Morgan County",West Virginia,70.8,101,1.6,69.2
WV-067,"Nicholas County",West Virginia,66.7,58,-0.1,66.8
WV-069,"Ohio County",West Virginia,69.1,76,0.9,68.2
WV-071,"Pendleton County",West Virginia,66.3,82,1.1,65.2
WV-073,"Pleasants County",West Virginia,70.3,73,0.8,69.5
WV-075,"Pocahontas County",West Virginia,63,67,0.3,62.7
WV-077,"Preston County",West Virginia,66.9,87,1.2,65.7
WV-079,"Putnam County",West Virginia,71.9,76,0.9,71
WV-081,"Raleigh County",West Virginia,67.2,62,0,67.2
WV-083,"Randolph County",West Virginia,64.1,76,0.9,63.2
WV-085,"Ritchie County",West Virginia,70.2,73,0.7,69.5
WV-087,"Roane County",West Virginia,70.2,60,0.2,70
WV-089,"Summers County",West Virginia,68.4,66,0.4,68
WV-091,"Taylor County",West Virginia,69.7,85,1.2,68.5
WV-093,"Tucker County",West Virginia,64.6,83,1.2,63.4
WV-095,"Tyler County",West Virginia,69.8,63,0.4,69.4
WV-097,"Upshur County",West Virginia,67.9,76,0.9,67
WV-099,"Wayne County",West Virginia,72.6,89,1.4,71.2
WV-101,"Webster County",West Virginia,65.3,48,-0.4,65.7
WV-103,"Wetzel County",West Virginia,69.2,67,0.4,68.8
WV-105,"Wirt County",West Virginia,70.4,69,0.5,69.9
WV-107,"Wood County",West Virginia,71,77,0.8,70.2
WV-109,"Wyoming County",West Virginia,68.8,62,-0.1,68.9
WI-001,"Adams County",Wisconsin,66.3,77,0.9,65.4
WI-003,"Ashland County",Wisconsin,61.7,75,0.8,60.9
WI-005,"Barron County",Wisconsin,65.4,87,1.5,63.9
WI-007,"Bayfield County",Wisconsin,62.1,86,1.4,60.7
WI-009,"Brown County",Wisconsin,66.1,107,2.8,63.3
WI-011,"Buffalo County",Wisconsin,68.3,90,1.8,66.5
WI-013,"Burnett County",Wisconsin,65.4,91,1.8,63.6
WI-015,"Calumet County",Wisconsin,66.7,99,2.2,64.5
WI-017,"Chippewa County",Wisconsin,65.7,80,1.2,64.5
WI-019,"Clark County",Wisconsin,65.1,82,1.2,63.9
WI-021,"Columbia County",Wisconsin,67.6,81,1.5,66.1
WI-023,"Crawford County",Wisconsin,68,71,0.5,67.5
WI-025,"Dane County",Wisconsin,68.3,86,1.7,66.6
WI-027,"Dodge County",Wisconsin,67,80,1.1,65.9
WI-029,"Door County",Wisconsin,62.8,87,1.4,61.4
WI-031,"Douglas County",Wisconsin,62.5,93,1.6,60.9
WI-033,"Dunn County",Wisconsin,67.1,87,1.6,65.5
WI-035,"Eau Claire County",Wisconsin,66.9,88,1.7,65.2
WI-037,"Florence County",Wisconsin,61.7,85,1.5,60.2
WI-039,"Fond du Lac County",Wisconsin,66.8,89,1.5,65.3
WI-041,"Forest County",Wisconsin,60.9,68,0.5,60.4
WI-043,"Grant County",Wisconsin,68.6,79,0.9,67.7
WI-045,"Green County",Wisconsin,68.8,83,1.5,67.3
WI-047,"Green Lake County",Wisconsin,67.2,79,1.3,65.9
WI-049,"Iowa County",Wisconsin,67.8,78,1.2,66.6
WI-051,"Iron County",Wisconsin,61,72,0.6,60.4
WI-053,"Jackson County",Wisconsin,67.1,94,2,65.1
WI-055,"Jefferson County",Wisconsin,67.8,74,0.9,66.9
WI-057,"Juneau County",Wisconsin,66.7,80,1.3,65.4
WI-059,"Kenosha County",Wisconsin,68.5,88,1.7,66.8
WI-061,"Kewaunee County",Wisconsin,64.4,100,2.2,62.2
WI-063,"La Crosse County",Wisconsin,68.4,90,1.7,66.7
WI-065,"Lafayette County",Wisconsin,68.4,82,1.4,67
WI-067,"Langlade County",Wisconsin,62.7,81,1.4,61.3
WI-069,"Lincoln County",Wisconsin,63.3,74,1.2,62.1
WI-071,"Manitowoc County",Wisconsin,65,94,2,63
WI-073,"Marathon County",Wisconsin,65.2,90,1.9,63.3
WI-075,"Marinette County",Wisconsin,63.9,88,1.5,62.4
WI-077,"Marquette County",Wisconsin,66.9,71,0.8,66.1
WI-078,"Menominee County",Wisconsin,64.4,85,1.6,62.8
WI-079,"Milwaukee County",Wisconsin,68.4,108,2.7,65.7
WI-081,"Monroe County",Wisconsin,66.7,85,1.4,65.3
WI-083,"Oconto County",Wisconsin,64.6,86,1.6,63
WI-085,"Oneida County",Wisconsin,61.2,60,0.1,61.1
WI-087,"Outagamie County",Wisconsin,66.9,99,2.2,64.7
WI-089,"Ozaukee County",Wisconsin,66.6,97,2.1,64.5
WI-091,"Pepin County",Wisconsin,68.4,93,1.8,66.6
WI-093,"Pierce County",Wisconsin,68.6,99,2.4,66.2
WI-095,"Polk County",Wisconsin,66.5,92,1.9,64.6
WI-097,"Portage County",Wisconsin,65.7,78,1.1,64.6
WI-099,"Price County",Wisconsin,62.1,68,0.7,61.4
WI-101,"Racine County",Wisconsin,68.2,87,1.6,66.6
WI-103,"Richland County",Wisconsin,67.1,70,0.5,66.6
WI-105,"Rock County",Wisconsin,69.2,84,1.4,67.8
WI-107,"Rusk County",Wisconsin,63.5,67,0.2,63.3
WI-109,"St. Croix County",Wisconsin,67.9,101,2.2,65.7
WI-111,"Sauk County",Wisconsin,66.9,72,0.7,66.2
WI-113,"Sawyer County",Wisconsin,62.9,79,1.2,61.7
WI-115,"Shawano County",Wisconsin,65.5,94,1.9,63.6
WI-117,"Sheboygan County",Wisconsin,65.9,94,1.9,64
WI-119,"Taylor County",Wisconsin,63.4,73,0.8,62.6
WI-121,"Trempealeau County",Wisconsin,68.1,92,2,66.1
WI-123,"Vernon County",Wisconsin,66.8,74,0.5,66.3
WI-125,"Vilas County",Wisconsin,60.4,57,0.1,60.3
WI-127,"Walworth County",Wisconsin,68,75,0.9,67.1
WI-129,"Washburn County",Wisconsin,64.2,86,1.4,62.8
WI-131,"Washington County",Wisconsin,66.5,84,1.4,65.1
WI-133,"Waukesha County",Wisconsin,67.7,84,1.6,66.1
WI-135,"Waupaca County",Wisconsin,66.3,80,1.4,64.9
WI-137,"Waushara County",Wisconsin,66.2,77,0.9,65.3
WI-139,"Winnebago County",Wisconsin,67.4,93,1.7,65.7
WI-141,"Wood County",Wisconsin,65.8,77,1.2,64.7
WY-001,"Albany County",Wyoming,58.9,108,3.3,55.6
WY-003,"Big Horn County",Wyoming,60.8,85,1.3,59.5
WY-005,"Campbell County",Wyoming,62.4,77,1.1,61.3
WY-007,"Carbon County",Wyoming,59.2,94,2,57.2
WY-009,"Converse County",Wyoming,62.4,84,1.5,60.9
WY-011,"Crook County",Wyoming,61.6,74,0.5,61.1
WY-013,"Fremont County",Wyoming,57.7,78,1,56.7
WY-015,"Goshen County",Wyoming,66.8,108,3.5,63.3
WY-017,"Hot Springs County",Wyoming,59.9,75,0.5,59.4
WY-019,"Johnson County",Wyoming,60.3,83,1.1,59.2
WY-021,"Laramie County",Wyoming,64.9,112,4.5,60.4
WY-023,"Lincoln County",Wyoming,54.4,88,1.5,52.9
WY-025,"Natrona County",Wyoming,61.1,79,1.1,60
WY-027,"Niobrara County",Wyoming,65.7,94,2.5,63.2
WY-029,"Park County",Wyoming,52.8,68,0.1,52.7
WY-031,"Platte County",Wyoming,64.9,98,2.7,62.2
WY-033,"Sheridan County",Wyoming,59.3,80,0.7,58.6
WY-035,"Sublette County",Wyoming,51.4,73,0.4,51
WY-037,"Sweetwater County",Wyoming,59.9,87,1.6,58.3
WY-039,"Teton County",Wyoming,49.3,68,-0,49.3
WY-041,"Uinta County",Wyoming,56,84,1.1,54.9
WY-043,"Washakie County",Wyoming,62.3,76,0.5,61.8
WY-045,"Weston County",Wyoming,63.8,84,1.5,62.3
